text,article_title,article_url,label
هذه الزيادات حرب على المسابك و في حقيقة الأمر قهر المواطن المسلم الذي يريد شريعة عيد الأضحى اليوم انتم في قوة و غدا يأتي حكم الله افلا تتفكرون أفلا تعقلون,"""رسوم غير قانونية"" بالأسواق تدفع الكسابة إلى التلويح برفع الأسعار",https://www.hespress.com/%d8%b1%d8%b3%d9%88%d9%85-%d8%ba%d9%8a%d8%b1-%d9%82%d8%a7%d9%86%d9%88%d9%86%d9%8a%d8%a9-%d8%a8%d8%a7%d9%84%d8%a3%d8%b3%d9%88%d8%a7%d9%82-%d8%aa%d8%af%d9%81%d8%b9-%d8%a7%d9%84%d9%83%d8%b3%d8%a7-1744599.html,
الشنّاقة دائماً يجدون مبرّر لرفع الاسعار كم مثلاً هذه الرسوم لن تتعدّى 50Dh على الرأس و تأتي و ترفع السعر على المواطن المسكين 10 أضعاف الزيادة؟ اتّقوا الله في انفسكم المواطن يأكل اخوه المواطن و الحكومة و السلطات في سباتٍ عميق كأنها تقول (حلّوها بيناتكم و خليونا عليكم),"""رسوم غير قانونية"" بالأسواق تدفع الكسابة إلى التلويح برفع الأسعار",https://www.hespress.com/%d8%b1%d8%b3%d9%88%d9%85-%d8%ba%d9%8a%d8%b1-%d9%82%d8%a7%d9%86%d9%88%d9%86%d9%8a%d8%a9-%d8%a8%d8%a7%d9%84%d8%a3%d8%b3%d9%88%d8%a7%d9%82-%d8%aa%d8%af%d9%81%d8%b9-%d8%a7%d9%84%d9%83%d8%b3%d8%a7-1744599.html,
و حيثما وليت وجهك في مغربنا تجد خللا و غشا و عدم تطبيق القانون نعم بلدنا يسير للهاوية   ولا من يحرك ساكنا,"""رسوم غير قانونية"" بالأسواق تدفع الكسابة إلى التلويح برفع الأسعار",https://www.hespress.com/%d8%b1%d8%b3%d9%88%d9%85-%d8%ba%d9%8a%d8%b1-%d9%82%d8%a7%d9%86%d9%88%d9%86%d9%8a%d8%a9-%d8%a8%d8%a7%d9%84%d8%a3%d8%b3%d9%88%d8%a7%d9%82-%d8%aa%d8%af%d9%81%d8%b9-%d8%a7%d9%84%d9%83%d8%b3%d8%a7-1744599.html,
لكن مطلب شعبي وحيد حاليا هو إلغاء الساعة إضافية,"""رسوم غير قانونية"" بالأسواق تدفع الكسابة إلى التلويح برفع الأسعار",https://www.hespress.com/%d8%b1%d8%b3%d9%88%d9%85-%d8%ba%d9%8a%d8%b1-%d9%82%d8%a7%d9%86%d9%88%d9%86%d9%8a%d8%a9-%d8%a8%d8%a7%d9%84%d8%a3%d8%b3%d9%88%d8%a7%d9%82-%d8%aa%d8%af%d9%81%d8%b9-%d8%a7%d9%84%d9%83%d8%b3%d8%a7-1744599.html,
هذه الزيادات هي من طرف اولاءك الذين نصحو الشناقة للخروج الى السوق حتى لا يستفيد المواطنون. حفظك الله يا وطني,"""رسوم غير قانونية"" بالأسواق تدفع الكسابة إلى التلويح برفع الأسعار",https://www.hespress.com/%d8%b1%d8%b3%d9%88%d9%85-%d8%ba%d9%8a%d8%b1-%d9%82%d8%a7%d9%86%d9%88%d9%86%d9%8a%d8%a9-%d8%a8%d8%a7%d9%84%d8%a3%d8%b3%d9%88%d8%a7%d9%82-%d8%aa%d8%af%d9%81%d8%b9-%d8%a7%d9%84%d9%83%d8%b3%d8%a7-1744599.html,
يبدو ان التفرقيش و تاشناقت أصبحت ماركات مغربية بإمتياز…..ها التفرقيش في الدجاج في اللحم في المحروقات في المناسبات في الخضر في الفواكه في السمك و في العقار…………راه الجامعات خاصهوم يدخلوا تدريس ” نظرية و مادة التفرقيش و اللهطة” باش الأساتذة و الطلبة يدرسوا و يفككو هاد المنتوج للمغربي الذي ضرب الاخضر و اليابس,"""رسوم غير قانونية"" بالأسواق تدفع الكسابة إلى التلويح برفع الأسعار",https://www.hespress.com/%d8%b1%d8%b3%d9%88%d9%85-%d8%ba%d9%8a%d8%b1-%d9%82%d8%a7%d9%86%d9%88%d9%86%d9%8a%d8%a9-%d8%a8%d8%a7%d9%84%d8%a3%d8%b3%d9%88%d8%a7%d9%82-%d8%aa%d8%af%d9%81%d8%b9-%d8%a7%d9%84%d9%83%d8%b3%d8%a7-1744599.html,
سياسة وتسيير هركاوا harguawaالاعياد والعطل تحتاج الى صرامة المراقبة,"""رسوم غير قانونية"" بالأسواق تدفع الكسابة إلى التلويح برفع الأسعار",https://www.hespress.com/%d8%b1%d8%b3%d9%88%d9%85-%d8%ba%d9%8a%d8%b1-%d9%82%d8%a7%d9%86%d9%88%d9%86%d9%8a%d8%a9-%d8%a8%d8%a7%d9%84%d8%a3%d8%b3%d9%88%d8%a7%d9%82-%d8%aa%d8%af%d9%81%d8%b9-%d8%a7%d9%84%d9%83%d8%b3%d8%a7-1744599.html,
اتمنى شخصيا ان تنزل الدولة بكل ثقلها على هذا ال كسابة الكبار .. المغاربة مقاطعين مقاطعين… ( يا له من انتقام!),"""رسوم غير قانونية"" بالأسواق تدفع الكسابة إلى التلويح برفع الأسعار",https://www.hespress.com/%d8%b1%d8%b3%d9%88%d9%85-%d8%ba%d9%8a%d8%b1-%d9%82%d8%a7%d9%86%d9%88%d9%86%d9%8a%d8%a9-%d8%a8%d8%a7%d9%84%d8%a3%d8%b3%d9%88%d8%a7%d9%82-%d8%aa%d8%af%d9%81%d8%b9-%d8%a7%d9%84%d9%83%d8%b3%d8%a7-1744599.html,
العيد غير واجب حتى على الميسورين … فبالأحرى من ليس في استطاعته .. كاين اللحم غير ب 85 الى 95 درهم ، الواحد ياخد علاش قاد ويحتافل بالعيد مع وليداتو والسلام ..,"""رسوم غير قانونية"" بالأسواق تدفع الكسابة إلى التلويح برفع الأسعار",https://www.hespress.com/%d8%b1%d8%b3%d9%88%d9%85-%d8%ba%d9%8a%d8%b1-%d9%82%d8%a7%d9%86%d9%88%d9%86%d9%8a%d8%a9-%d8%a8%d8%a7%d9%84%d8%a3%d8%b3%d9%88%d8%a7%d9%82-%d8%aa%d8%af%d9%81%d8%b9-%d8%a7%d9%84%d9%83%d8%b3%d8%a7-1744599.html,
شعيرة النحر خرجت عن مقصدها الشرعي بل عكست و اصبح من الواجب ان تتوقف لسنوات حتى يتوقف معها هذا الاستغلال البشع، هاد الشناقة و الاستغلاليين لا أراهم الله يوم راحة ياربي يخلصو هدشي من صحتهم و راحتهم و جعل الله وزر كل من تخلى عن إقامة هاته الشعيرة بسببهم جعله في عنقهم إلى يوم الدين,"""رسوم غير قانونية"" بالأسواق تدفع الكسابة إلى التلويح برفع الأسعار",https://www.hespress.com/%d8%b1%d8%b3%d9%88%d9%85-%d8%ba%d9%8a%d8%b1-%d9%82%d8%a7%d9%86%d9%88%d9%86%d9%8a%d8%a9-%d8%a8%d8%a7%d9%84%d8%a3%d8%b3%d9%88%d8%a7%d9%82-%d8%aa%d8%af%d9%81%d8%b9-%d8%a7%d9%84%d9%83%d8%b3%d8%a7-1744599.html,
اكل لحوم الاغنام التي تعتمد على العلف المغيرة تسبب في امراض كثيرة مثلها مثل الدجاج والبيض والخضروات كما قال لكم دكتوركم ضياء,"""رسوم غير قانونية"" بالأسواق تدفع الكسابة إلى التلويح برفع الأسعار",https://www.hespress.com/%d8%b1%d8%b3%d9%88%d9%85-%d8%ba%d9%8a%d8%b1-%d9%82%d8%a7%d9%86%d9%88%d9%86%d9%8a%d8%a9-%d8%a8%d8%a7%d9%84%d8%a3%d8%b3%d9%88%d8%a7%d9%82-%d8%aa%d8%af%d9%81%d8%b9-%d8%a7%d9%84%d9%83%d8%b3%d8%a7-1744599.html,
اصحاب الرسوم الغير القانونية زادوا رسومهم والكساب والشناق يولوحون في زيادة اسعارهم وبالتالي المستهلك هو من يدفع الثمن يارب حد الباس,"""رسوم غير قانونية"" بالأسواق تدفع الكسابة إلى التلويح برفع الأسعار",https://www.hespress.com/%d8%b1%d8%b3%d9%88%d9%85-%d8%ba%d9%8a%d8%b1-%d9%82%d8%a7%d9%86%d9%88%d9%86%d9%8a%d8%a9-%d8%a8%d8%a7%d9%84%d8%a3%d8%b3%d9%88%d8%a7%d9%82-%d8%aa%d8%af%d9%81%d8%b9-%d8%a7%d9%84%d9%83%d8%b3%d8%a7-1744599.html,
اتمنى مزيدا من الغلاء في الأضاحي، هكذا سيقاطع المواطن  طوعا او كرها عندما لا يقدر على شراء ، أزيد من سنة اكلت لحم الخروف مرة واحدة وانا بصحة جيدة.اذا أردتم الرخاء في شيء كيف ما كان فعليكم تركه وانتهى الأمر، وإذا أردتم الغلاء فتهافتو عليه وسيرتفع ثمنه، اذن السيطرة في يد المستهلك لا داعي للقلق,"""رسوم غير قانونية"" بالأسواق تدفع الكسابة إلى التلويح برفع الأسعار",https://www.hespress.com/%d8%b1%d8%b3%d9%88%d9%85-%d8%ba%d9%8a%d8%b1-%d9%82%d8%a7%d9%86%d9%88%d9%86%d9%8a%d8%a9-%d8%a8%d8%a7%d9%84%d8%a3%d8%b3%d9%88%d8%a7%d9%82-%d8%aa%d8%af%d9%81%d8%b9-%d8%a7%d9%84%d9%83%d8%b3%d8%a7-1744599.html,
سبحان اللهزادوا عليهم 5 دراهم ولهدا السبب يلوحون برفع الأسعارالأسعار مرتفعة أصلا وبدون سببالمشكل فينا حنا المستهلكين ماشي في الشناقةحنا اللي كنشجعوهم على رفع الأسعار,"""رسوم غير قانونية"" بالأسواق تدفع الكسابة إلى التلويح برفع الأسعار",https://www.hespress.com/%d8%b1%d8%b3%d9%88%d9%85-%d8%ba%d9%8a%d8%b1-%d9%82%d8%a7%d9%86%d9%88%d9%86%d9%8a%d8%a9-%d8%a8%d8%a7%d9%84%d8%a3%d8%b3%d9%88%d8%a7%d9%82-%d8%aa%d8%af%d9%81%d8%b9-%d8%a7%d9%84%d9%83%d8%b3%d8%a7-1744599.html,
بالرسوم او بدون رسوم شناقا شنقات سماسره سمسرات لوبي شاكره لوبيات شكار من نساء متفقين على مضاعفت تمن بقوة قانون تحرير محروقات تجاره لهم الحق ان يضاعفو اتمان مداخل أرباح مادمت دولة مغربيه راضيه ونساهمه في قتل طبقه متوسطه والمستضعفه اليوم في سوق او حارج سوق في الكوري از خارج الكوري في ضيعه عند.فلاح از خارج ضيعه خروف الدي كان تمنه ١٢٠٠ درهم أصبح تمنه يفوق ٣٥٠٠د ٤٠٠٠درهم ام خروف ٢٠٠٠درهم أصبح تمنه يفوق ٥٠٠٠ درهم كل خروف رتفع تمنه ب٢٠٠٠/٣٠٠٠/٤٠٠٠ درهم فوق تمنه سابق خطاء التي رتكب من طرف دلو دعم مباسر وعند.مصادقه على تعويم درهم وزاد طين  بله لم بنكران صادق على حدف مقاسه تحرير محروقات تجاره خوصصة صحه تعليم  زاد في ثمن غزوال حوالي ٧.٥٠دراهم فوق تمنه اصلي باع شعب مغربي لارباب محطات محروقات ١١ منهم اخنوش شناقا سمايره كان غلى بنكران دولة مضاعفت أجره مداخيل كل شعب مغربي قدوة بدزير خفضت قيمه عملة لاكنه ضاعفت مداخيل كل شعب دزيري حولي عندهم جوج مليون  بعملهم وباجرتهم كانه شترى حولي ب٢٠٠٠درهم مغربيه رخيص على خروف مغرب ب٣ و٤ أضعاف ليوم كل شي ضاعف تمن حت سعيات كردينات فراش نقال شكون لي كل عصى مهني متقاعد,"""رسوم غير قانونية"" بالأسواق تدفع الكسابة إلى التلويح برفع الأسعار",https://www.hespress.com/%d8%b1%d8%b3%d9%88%d9%85-%d8%ba%d9%8a%d8%b1-%d9%82%d8%a7%d9%86%d9%88%d9%86%d9%8a%d8%a9-%d8%a8%d8%a7%d9%84%d8%a3%d8%b3%d9%88%d8%a7%d9%82-%d8%aa%d8%af%d9%81%d8%b9-%d8%a7%d9%84%d9%83%d8%b3%d8%a7-1744599.html,
رسوم  ضريبية على الكسابة   وتعفي  من الرسوم   الفراقشية  بلاد الهمزة والسلطة  يكفي التكاليف التي تحملها الكساب. للحفاظ على الماشية,"""رسوم غير قانونية"" بالأسواق تدفع الكسابة إلى التلويح برفع الأسعار",https://www.hespress.com/%d8%b1%d8%b3%d9%88%d9%85-%d8%ba%d9%8a%d8%b1-%d9%82%d8%a7%d9%86%d9%88%d9%86%d9%8a%d8%a9-%d8%a8%d8%a7%d9%84%d8%a3%d8%b3%d9%88%d8%a7%d9%82-%d8%aa%d8%af%d9%81%d8%b9-%d8%a7%d9%84%d9%83%d8%b3%d8%a7-1744599.html,
